angDist,RA,Dec,RAhms,Decdms,HD,BD,CD,CPD,PP,EPP,PA,EPA,PA_G,GL,GB,Ebv,DPA,Idcat,Vmag,dist,SpType,polRefs,distCat,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,rv_nb_transits,teff_val,a_g_val,e_bp_min_rp_val,radius_val,lum_val,rest,b_rest,B_rest
0.184622,264.868335,-33.6315,264d52m06.006s,-33d37m53.4s,160065.0,-999.9,-33.12318,-33.04511,3.49,0.1,2.2,0.8,59.7,355.3167,-1.3563,1.2,0.1,2,8.6,1687.0,,1.0E8,120,264.8683403479065,-33.6315513344847,0.002,0.001,90,4053706995793218688,264.86834643649,0.0568,-33.63155762923,0.0447,0.4676,0.0636,1.177,0.106,-1.462,0.078,0,9.90421e+06,1.28666e+04,8.198816,4.08280e+06,1.33057e+04,8.823992,8.35057e+06,4.52269e+04,7.457630,1.366362,59.88,6.38,8,4824.34,,,65.00,2061.843,2048.923490921380000,1800.145811465650000,2375.161848189850000
0.246917,263.53306499999997,-33.6218,263d31m59.034s,-33d37m18.48s,159071.0,-999.9,-33.12191,-33.04449,0.46,0.1,19.2,6.2,76.0,354.7273,-0.4135,0.5,0.0,2,9.7,955.0,E,1.0E8,9,263.5330752284067,-33.6218675260609,0.001,0.001,90,4054410163484355840,263.53307502212,0.0463,-33.62186491538,0.0351,0.8192,0.0485,-0.040,0.085,0.606,0.064,1,2.71360e+06,5.98523e+03,9.604503,1.68056e+06,1.13896e+04,9.787751,1.53676e+06,1.10093e+04,9.295404,0.492347,,,0,7332.50,1.3380,0.6817,7.80,158.405,1184.470997501890000,1118.551769751940000,1258.487378159440000
0.107334,262.16682,-33.5827,262d10m00.552s,-33d34m57.72s,158073.0,-999.9,-33.12096,-33.04411,2.09,0.1,154.3,1.4,30.3,354.136,0.5596,0.5,0.0,2,9.0,1030.0,,1.0E8,120,262.1668368203644,-33.5827251388401,0.002,0.001,90,5976182220552678016,262.16684551618,0.0628,-33.58273615306,0.0488,0.6940,0.0709,1.683,0.128,-2.558,0.089,0,4.73699e+06,4.54564e+04,8.999610,3.21477e+06,7.90154e+04,9.083513,2.63987e+06,6.97123e+04,8.707964,0.375549,,,0,8071.00,,,,,1400.569368451260000,1268.969432176570000,1561.964518887770000
0.256893,150.40028999999998,-33.5712,150d24m01.044s,-33d34m16.32s,87022.0,-999.9,-32.0698,-32.02798,0.44,0.083,64.3,5.4,25.5,266.871,17.1533,0.1,0.0,2,9.4,660.7,B8,1.0E9,10,150.4002621325515,-33.5712688004328,0.001,0.001,0,5459570153878402944,150.40021711755,0.0254,-33.57125541751,0.0292,0.6915,0.0455,-8.711,0.074,3.108,0.087,0,3.07709e+06,7.20223e+02,9.468014,2.20229e+06,1.54080e+03,9.494204,1.36097e+06,1.18976e+03,9.427297,0.066907,,,0,9335.33,0.3553,0.1947,,,1387.323178052700000,1303.362391214040000,1482.544197207750000
0.305880,123.42105,-33.5695,123d25m15.78s,-33d34m10.2s,69002.0,-999.9,-33.04705,-999.9,0.08,0.04,55.8,14.0,179.6,251.6565,0.4761,0.0,-0.1,1,6.4,130.0,K2III,1.0E12,40,123.4211466453444,-33.5695270774120,0.001,0.001,0,5546683910405914624,123.42132770271,0.0234,-33.56948381658,0.0252,8.0174,0.0274,35.038,0.053,10.048,0.053,0,7.07421e+07,2.81067e+04,6.064171,3.00910e+07,4.61330e+04,6.655297,5.60234e+07,8.12964e+04,5.390996,1.264301,26.29,0.12,18,4764.62,0.1290,0.0703,10.47,50.935,124.281142313966000,123.856737505200000,124.708413587477000
0.103880,264.87686999999994,-33.553,264d52m36.732s,-33d33m10.8s,160095.0,-999.9,-33.12319,-33.04513,0.62,0.1,157.3,4.6,34.8,355.387,-1.3206,0.3,0.1,2,8.6,1851.0,,1.0E8,120,264.8768837198970,-33.5530278973348,0.002,0.001,90,4053707854786844032,264.87690278726,0.0675,-33.55303219364,0.0547,1.2901,0.0612,3.691,0.120,-0.998,0.089,0,6.23789e+06,1.31324e+04,8.700772,4.44551e+06,2.94557e+04,8.731584,2.77127e+06,2.60533e+04,8.655225,0.076359,,,0,9174.00,0.3720,0.1430,,,760.814937063683000,726.643617992546000,798.295666763339000
0.073308,258.83018999999996,-33.5484,258d49m48.684s,-33d32m54.24s,155806.0,-999.9,-33.11875,-999.9,0.843,0.09,149.9,3.1,24.0,352.5859,2.8682,0.3,0.0,1,5.5,784.0,E,1.0001E8,120,258.8302018357072,-33.5484186936996,0.003,0.002,90,5979008205986483712,258.83020818528,0.1076,-33.54843125044,0.0834,1.0057,0.1306,1.229,0.199,-2.916,0.142,0,1.04072e+08,1.57086e+05,5.645035,7.73036e+07,1.67354e+05,5.630889,4.35868e+07,3.02539e+05,5.663532,-0.032644,,,0,9522.75,0.2827,0.1500,,,990.448638883411000,868.633352039656000,1151.263871940130000
0.376600,2.01465,-33.5293,2d00m52.74s,-33d31m45.48s,344.0,-999.9,-34.00017,-34.00005,0.045,0.018,88.4,11.3,29.9,355.9113,-78.6712,0.1,0.1,1,5.7,79.4,K1III,1.01E11,10,2.0145282623691,-33.5293260892583,0.003,0.003,0,2313208023428489984,2.01430541801,0.1110,-33.52930999233,0.0756,10.4919,0.1301,-43.145,0.166,3.739,0.174,0,1.38806e+08,2.22231e+05,5.332346,5.82907e+07,1.38234e+05,5.937390,1.07940e+08,5.84292e+05,4.678969,1.258421,7.64,0.19,6,4715.00,0.1300,0.0450,11.53,59.240,95.075391331233200,93.904495461031600,96.275320895188200
0.037845,265.49594999999994,-33.5038,265d29m45.42s,-33d30m13.68s,160529.0,-999.9,-33.12361,-33.04538,7.081,0.097,21.2,0.4,79.1,355.7021,-1.7323,1.3,0.0,1,6.7,1067.0,A2I,1.00001E9,120,265.4959405235600,-33.5038063720962,0.002,0.001,90,4053887521876855808,265.49594301720,0.0521,-33.50381089090,0.0474,0.4376,0.0566,0.483,0.106,-1.050,0.078,0,6.64199e+07,3.56744e+05,6.132620,2.20040e+07,4.11794e+05,6.995135,6.42363e+07,1.37051e+06,5.242468,1.752667,,,0,4136.82,,,282.23,21016.508,2175.462938769190000,1924.365347919810000,2499.762481604240000
3.775314,43.08078,-33.4506,43d04m50.808s,-33d27m02.16s,17970.0,-999.9,-33.00992,-33.00292,0.035,0.028,82.3,21.8,167.0,234.0057,-63.2517,-99.9,-0.1,1,8.6,29.0,K1  V,1.0E14,60,43.0820361419816,-33.4506357917270,0.001,0.000,0,5052007684818274816,43.08426345577,0.0159,-33.45059866066,0.0219,39.2808,0.0322,431.625,0.032,8.629,0.047,1,1.37340e+07,2.89146e+03,7.843875,6.59076e+06,5.11919e+03,8.304050,1.00089e+07,1.15979e+04,7.260950,1.043100,65.45,0.12,27,5150.25,0.0080,0.0040,0.77,0.377,25.439013484264400,25.418056996470200,25.460003942821300
0.051280,79.43849999999999,-33.4328,79d26m18.6s,-33d25m58.08s,34677.0,-999.9,-33.02235,-33.00754,0.04,0.044,157.3,28.8,80.4,236.8161,-33.1236,0.0,0.0,2,8.0,549.5,B6,1.0E9,10,79.4385023899886,-33.4327861889630,0.001,0.001,0,4826452666905531136,79.43851299643,0.0315,-33.43274668274,0.0326,2.8114,0.0384,2.056,0.064,9.176,0.069,1,1.36827e+07,5.34821e+03,7.847933,1.01348e+07,1.63241e+04,7.836855,5.55611e+06,7.73570e+03,7.899993,-0.063138,,,0,8429.00,0.2848,0.1390,,,352.141964100515000,347.407337414433000,357.005040703357000
29.828743,124.71299999999998,-33.4232,124d42m46.8s,-33d25m23.52s,-999.9,-999.9,-999.9,-999.9,0.42,0.1,126.0,6.8,70.6,252.1364,1.4518,0.1,-0.1,-999,10.4,2290.9,,1.0E8,9,124.7136847240357,-33.4314647318809,0.001,0.001,0,5546838219981182080,124.71366872911,0.0218,-33.43146126426,0.0264,0.4458,0.0300,-3.100,0.050,0.805,0.053,0,2.24790e+06,1.77506e+03,9.808924,6.11603e+05,1.45528e+03,10.885215,2.38629e+06,5.46874e+03,8.817613,2.067602,33.55,0.27,8,3844.00,,,64.84,826.936,2107.564258996350000,1979.654633526790000,2252.703551375520000
0.301159,149.14779,-33.4185,149d08m52.044s,-33d25m06.6s,86267.0,-999.9,-32.06895,-32.02771,0.12,0.035,65.8,8.3,26.0,265.9267,16.6076,0.2,0.0,1,5.8,66.1,K0III,1.0E9,10,149.1478901791450,-33.4184964475150,0.003,0.002,0,5435810291718083712,149.14806630045,0.0429,-33.41840136548,0.0634,6.4242,0.0836,34.143,0.108,22.084,0.179,0,1.25358e+08,1.21560e+05,5.442988,5.01653e+07,6.79626e+04,6.100380,1.01730e+08,2.88191e+05,4.743302,1.357079,4.58,0.14,26,4597.40,0.3220,0.1765,19.20,148.418,155.008743883102000,153.010718742646000,157.058682816290000
0.190704,161.73781499999996,-33.4146,161d44m16.134s,-33d24m52.56s,93465.0,-999.9,-32.07635,-32.02971,0.39,0.048,73.4,3.5,43.6,275.0647,22.6346,0.1,0.0,1,8.2,416.9,B8,1.0E9,10,161.7377686861377,-33.4145641551767,0.001,0.001,90,5450587934151695872,161.73768217628,0.0393,-33.41449568568,0.0403,1.6824,0.0575,-16.771,0.095,15.903,0.083,1,8.56460e+06,3.33207e+03,8.356599,6.19881e+06,6.90285e+03,8.370618,3.68613e+06,3.90250e+03,8.345492,0.025126,,,0,9319.00,0.4500,0.2278,,,585.040653379410000,565.838915933235000,605.565413369384000
0.113724,269.98512,-33.4083,269d59m06.432s,-33d24m29.88s,163868.0,-999.9,-33.127,-999.9,0.45,0.1,141.2,6.3,21.4,357.6953,-4.9066,0.2,0.1,1,7.4,875.0,E,1.0E8,120,269.9851301820497,-33.4083289174302,0.001,0.001,90,4042509775560348672,269.98515500046,0.0451,-33.40834139429,0.0404,1.7016,0.0452,4.812,0.090,-2.898,0.074,0,2.53776e+07,1.36186e+05,7.177238,1.66633e+07,6.95529e+05,7.296986,1.16905e+07,2.09547e+05,7.092337,0.204649,,,0,8085.50,0.6690,0.3347,,,578.536817534297000,563.657774497840000,594.207880112574000
0.078810,189.20826,-33.4051,189d12m29.736s,-33d24m18.36s,109697.0,-999.9,-32.08814,-32.03277,0.16,0.066,128.1,11.7,124.3,299.4348,29.3675,0.0,0.0,2,8.9,758.6,B6,1.0E9,10,189.2082472368163,-33.4050826521271,0.002,0.002,0,6160080659883134976,189.20823641325,0.0534,-33.40504675280,0.0446,0.0799,0.0677,-2.099,0.099,8.338,0.108,0,2.07072e+06,1.07431e+03,9.898061,1.65337e+06,2.41205e+03,9.805466,7.52567e+05,6.65484e+02,10.070557,-0.265091,,,0,8868.67,,,,,4765.453649261750000,3826.202144305590000,6063.006347926380000
0.196869,274.462725,-33.3961,274d27m45.81s,-33d23m45.96s,167686.0,-999.9,-33.13052,-33.05012,0.45,0.1,133.0,6.3,15.5,359.4905,-8.1916,0.0,0.0,1,7.0,1387.0,,1.0E8,120,274.4627324535826,-33.3961534211932,0.003,0.003,90,4045424409101675648,274.46275486998,0.1121,-33.39616352959,0.0872,2.0646,0.1140,4.347,0.221,-2.348,0.176,0,3.09486e+07,1.77519e+04,6.961764,2.25920e+07,5.69713e+04,6.966503,1.28683e+07,8.33072e+04,6.988116,-0.021613,,,0,9717.00,0.2180,0.1077,,,480.197955011540000,454.638612442754000,508.747775015657000
0.122023,113.96092499999997,-33.3925,113d57m39.33s,-33d23m33s,61006.0,-999.9,-33.03953,-33.01602,0.65,0.2,178.0,8.7,116.8,247.434,-6.1933,0.1,0.0,1,7.1,1018.5,B1V,10000.0,120,113.9609094939929,-33.3925331565944,0.001,0.001,0,5591888441189357312,113.96088390506,0.0368,-33.39251192879,0.0519,0.8904,0.0570,-4.962,0.086,4.930,0.094,1,2.52828e+07,1.15234e+04,7.181301,1.94267e+07,3.45138e+04,7.130392,9.59653e+06,1.40942e+04,7.306634,-0.176242,,,0,8868.67,0.0470,0.0263,,,1093.556794241400000,1027.770835704620000,1168.164508506400000
0.481439,302.313915,-33.3663,302d18m50.094s,-33d21m58.68s,191073.0,-999.9,-33.14749,-33.05804,0.48,0.046,21.7,2.7,96.9,8.2052,-29.8907,0.1,-0.1,1,8.1,288.4,B9.,1.0E9,10,302.3139038957789,-33.3664320865654,0.002,0.001,90,6700337930260017152,302.31396373330,0.0686,-33.36650344213,0.0521,3.8973,0.0964,11.607,0.140,-16.573,0.096,0,1.13070e+07,4.04312e+03,8.054993,7.87874e+06,1.23142e+04,8.110246,5.14810e+06,8.49294e+03,7.982802,0.127443,,,0,8900.00,0.4980,0.2435,,,254.975904770741000,248.808502582192000,261.451096572412000
0.215188,258.19599,-33.3611,258d11m45.564s,-33d21m39.96s,155402.0,-999.9,-33.1183,-33.04252,0.49,0.1,171.6,5.8,45.4,352.4289,3.4072,0.2,0.0,2,7.8,1619.5,,1.0E8,120,258.1959874611280,-33.3611589799020,0.002,0.001,90,5979047307374910336,258.19599766644,0.0691,-33.36116584086,0.0566,1.0030,0.0755,1.980,0.135,-1.594,0.093,0,1.42646e+07,1.11707e+04,7.802714,1.06199e+07,1.43852e+04,7.786090,5.84001e+06,2.47098e+04,7.845886,-0.059796,,,0,8835.25,0.1805,0.0913,,,976.925092356458000,908.077614880648000,1056.852194607820000
0.176070,258.36601499999995,-33.3401,258d21m57.654s,-33d20m24.36s,155506.0,-999.9,-33.11844,-33.04263,0.68,0.1,160.7,4.2,34.6,352.5293,3.3043,0.2,0.0,2,7.8,1569.5,,1.0E8,120,258.3660294224094,-33.3401467355499,0.002,0.001,90,5979052633135787648,258.36603802526,0.0608,-33.34015504622,0.0490,0.9558,0.0934,1.669,0.112,-1.930,0.079,0,1.55221e+07,1.07242e+04,7.710987,1.16176e+07,2.07783e+04,7.688602,6.32925e+06,1.70952e+04,7.758539,-0.069938,,,0,8598.67,0.2230,0.0970,,,1029.292566824350000,935.170315026047000,1144.074734143320000
4.496739,263.085,-33.34,263d05m06s,-33d20m24s,317757.0,-999.9,-33.12155,-33.04436,2.619,0.09,178.9,1.0,55.4,354.7601,0.0534,1.1,-0.2,-999,9.1,1558.0,B0III,1.1E8,120,263.0864947415228,-33.3400297904110,0.001,0.001,90,4054474141317191552,263.08648937369,0.0433,-33.34004095212,0.0349,0.7322,0.0447,-1.042,0.081,-2.592,0.062,0,5.87558e+06,2.33763e+03,8.765739,2.75631e+06,1.24842e+04,9.250567,4.82133e+06,2.43873e+04,8.054002,1.196566,,,0,4868.76,,,31.20,492.896,1319.830304013940000,1244.427939071380000,1404.769328504120000
0.038971,117.33165,-33.3298,117d19m53.94s,-33d19m47.28s,63804.0,-999.9,-33.04186,-999.9,1.535,0.284,31.0,5.3,151.6,248.7667,-3.7101,1.3,0.0,1,7.7,1144.0,E,1.001E8,120,117.3316376066756,-33.3298028087617,0.001,0.001,0,5594743048248355712,117.33162719265,0.0179,-33.32978873365,0.0249,0.2579,0.0268,-2.021,0.039,3.269,0.048,0,2.64395e+07,4.42587e+04,7.132731,8.68687e+06,4.85742e+04,8.004230,2.57542e+07,1.72197e+05,6.234800,1.769429,,,0,4127.36,,,304.32,24212.068,3481.872396551430000,3175.509699448740000,3851.338991541130000
0.480752,179.26575,-33.3154,179d15m56.7s,-33d18m55.44s,103789.0,-999.9,-32.08413,-32.03174,0.08,0.035,58.6,12.3,44.9,290.0557,28.1931,0.0,-0.1,1,6.2,131.8,B9.,1.0E9,10,179.2656067160633,-33.3154583028100,0.001,0.001,90,3466791945137514368,179.26534191096,0.0563,-33.31548057637,0.0425,8.4246,0.0683,-51.396,0.096,-5.173,0.072,0,6.39193e+07,3.17311e+04,6.174286,4.69687e+07,8.02831e+04,6.171867,2.60219e+07,4.00476e+04,6.223572,-0.051705,,,0,9438.00,0.1505,0.0752,,,118.307235881225000,117.352186931689000,119.277675654243000
0.609812,131.65394999999998,-33.2453,131d39m14.22s,-33d14m43.08s,75057.0,-999.9,-32.0571,-32.02416,0.04,0.05,138.3,32.0,86.9,255.4321,6.231,0.1,-0.2,1,7.9,83.0,F2V,1.0E12,120,131.6537570798462,-33.2452487039593,0.001,0.001,0,5639220488315351040,131.65341936412,0.0302,-33.24505519158,0.0358,7.6324,0.0423,-65.599,0.069,44.945,0.083,1,1.40129e+07,8.38288e+03,7.822043,8.58483e+06,1.12009e+04,8.017059,8.45774e+06,1.02268e+04,7.443784,0.573275,17.15,0.98,20,6902.75,1.2383,0.6297,2.14,9.324,130.532323839076000,129.810132118975000,131.262451629523000
0.112528,116.110125,-33.2218,116d06m36.45s,-33d13m18.48s,-999.9,-999.9,-32.04348,-32.01734,2.816,0.313,128.8,3.2,68.8,248.1615,-4.5409,1.2,0.0,2,9.0,2270.5,,1.1E8,120,116.1101266946547,-33.2218329834188,0.001,0.001,0,5594891340580669184,116.11011606910,0.0229,-33.22181887738,0.0304,0.2986,0.0324,-2.065,0.048,3.276,0.059,0,7.77190e+06,1.03478e+04,8.462048,2.90847e+06,8.73403e+03,9.192226,7.23625e+06,2.73145e+04,7.613136,1.579091,,,0,4391.55,,,117.51,4627.366,3059.201272153740000,2774.512832408480000,3406.780475368140000
0.051242,259.51699499999995,-33.2152,259d31m01.182s,-33d12m54.72s,156269.0,-999.9,-33.11937,-33.04336,1.34,0.1,170.9,2.1,45.5,353.19,2.5929,0.3,0.0,2,9.4,1797.0,,1.0E8,120,259.5170063912532,-33.2152090896361,0.002,0.001,90,5979386403624391040,259.51701802216,0.0567,-33.21521191022,0.0536,0.7796,0.0806,2.260,0.114,-0.655,0.082,1,3.27568e+06,1.45128e+03,9.400110,2.32103e+06,3.27023e+03,9.437186,1.49461e+06,3.40144e+03,9.325600,0.111587,,,0,9277.50,0.5065,0.2560,,,1253.948919302040000,1134.077248418960000,1401.567771944580000
0.358974,199.41341999999997,-33.2077,199d24m48.312s,-33d12m27.72s,115448.0,-999.9,-32.09263,-32.03378,0.21,0.076,50.3,10.3,56.9,309.2217,29.3436,0.1,0.0,2,9.2,398.1,A0,1.0E9,10,199.4133012870838,-33.2077076222588,0.002,0.002,0,6167666809078681984,199.41309395361,0.0440,-33.20763959917,0.0546,3.4901,0.0622,-40.291,0.107,15.799,0.133,0,3.16837e+06,1.41759e+03,9.436276,2.14195e+06,3.84394e+03,9.524365,1.51546e+06,2.95757e+03,9.310556,0.213809,,,0,7984.00,0.3790,0.1960,1.71,10.653,284.307812531748000,279.331014088564000,289.461875362081000
0.209230,268.72720499999997,-33.1959,268d43m37.938s,-33d11m45.24s,162910.0,-999.9,-33.12612,-33.04691,2.24,0.1,154.7,1.3,34.3,357.3564,-3.8886,0.4,0.1,2,9.1,1387.5,,1.0E8,120,268.7271975770061,-33.1959577499189,0.002,0.002,90,4043222911931750656,268.72719411363,0.0665,-33.19596236197,0.0737,0.8866,0.0918,-0.673,0.132,-1.071,0.111,0,4.57077e+06,3.10037e+03,9.038391,3.10207e+06,4.50701e+03,9.122259,2.23908e+06,4.54642e+03,8.886745,0.235514,,,0,8567.51,,,,,1109.465333323780000,1002.495667022980000,1241.513290578650000
0.130870,130.89811499999996,-33.1864,130d53m53.214s,-33d11m11.04s,74575.0,-999.9,-32.05651,-32.02399,0.78,0.2,119.0,7.3,67.1,254.9932,5.7697,0.0,0.0,1,3.7,430.0,B2III,10000.0,120,130.8980720539204,-33.1863959128002,0.009,0.009,0,5639188675500905216,130.89799740519,0.2545,-33.18634110382,0.3079,4.2629,0.3766,-14.510,0.564,12.730,0.582,0,7.05593e+08,2.11476e+06,3.566981,5.00997e+08,4.33478e+06,3.601800,2.40483e+08,6.15752e+05,3.809207,-0.207407,,,0,9503.50,,,,,236.257958294983000,216.106686870099000,260.485742167245000
0.210772,120.72325499999998,-33.1535,120d43m23.718s,-33d09m12.6s,66582.0,-999.9,-32.04763,-999.9,0.26,0.1,79.9,10.9,22.3,250.0858,-1.1921,0.1,-0.1,1,7.3,701.5,,1.0E8,120,120.7232472328100,-33.1535577887805,0.001,0.001,0,5546170507191426432,120.72322153041,0.0292,-33.15353270361,0.0382,1.8357,0.0439,-4.998,0.065,5.826,0.079,1,2.24422e+07,1.06062e+04,7.310703,1.72378e+07,2.05768e+04,7.260185,8.56797e+06,2.55312e+04,7.429726,-0.169540,,,0,8868.67,,,,,536.762616406237000,524.312556354950000,549.807175667863000
0.336463,273.67557,-33.1408,273d40m32.052s,-33d08m26.88s,167003.0,-999.9,-33.1299,-33.04963,0.41,0.1,151.7,7.0,33.8,359.4135,-7.4898,0.1,-0.1,1,8.6,3805.0,,1.0E8,120,273.6755785366710,-33.1408936643912,0.002,0.002,90,4045653829084535168,273.67558938980,0.0732,-33.14090238710,0.0603,0.4771,0.0890,2.111,0.125,-2.026,0.106,1,8.02768e+06,1.47972e+04,8.426890,6.20177e+06,6.64196e+04,8.370099,3.02808e+06,1.41299e+04,8.559000,-0.188901,,,0,8868.67,0.1485,0.0798,,,2049.387100691320000,1698.678378692090000,2576.066130481080000
0.244824,258.07647,-33.1008,258d04m35.292s,-33d06m02.88s,155336.0,-999.9,-32.12444,-32.04389,0.731,0.052,179.5,2.0,53.2,352.5814,3.6408,0.5,0.0,2,9.5,2030.5,,1.0001E8,120,258.0764821630557,-33.1008667997007,0.002,0.001,90,5979821702816425472,258.07647851570,0.0563,-33.10087484095,0.0445,0.5157,0.0681,-0.710,0.104,-1.868,0.070,0,3.50280e+06,1.10013e+04,9.327327,2.23376e+06,2.15378e+04,9.478799,1.89092e+06,1.66085e+04,9.070237,0.408562,,,0,7503.67,0.9970,0.4887,13.49,519.856,1867.466957435060000,1645.445304209130000,2156.822416874860000
0.247908,125.34597,-33.0543,125d20m45.492s,-33d03m15.48s,70555.0,-999.9,-32.05185,-32.02168,0.02,0.03,151.2,36.9,96.1,252.1317,2.097,0.1,-0.2,1,4.8,215.0,K3II,1.0E12,40,125.3459417836296,-33.0543630760015,0.004,0.004,90,5546867769359890816,125.34588159211,0.1046,-33.05435089010,0.1237,2.6233,0.1452,-11.717,0.246,2.830,0.237,1,3.58976e+08,8.89638e+05,4.300702,1.24857e+08,1.92507e+05,5.110353,2.99251e+08,5.09401e+05,3.571832,1.538521,32.07,0.42,8,4280.00,,,98.30,2921.573,378.925757889518000,358.666007968523000,401.566829066270000
2.454136,206.42249999999999,-33.0433,206d25m21s,-33d02m35.88s,119756.0,-999.9,-32.09603,-32.03479,0.09,0.035,108.8,11.0,122.4,315.8535,28.4635,0.1,-0.1,-999,4.2,22.0,F2III,1.0E9,120,206.4218563960010,-33.0437173476322,0.011,0.009,90,6171375049482587776,206.41947611138,0.3490,-33.04434772022,0.2922,53.2040,0.3926,-463.421,0.700,-146.404,0.600,0,4.41524e+08,3.06808e+06,4.075979,2.52099e+08,9.32337e+05,4.347461,2.36704e+08,2.00191e+06,3.826407,0.521054,,,0,6704.25,0.7775,0.3743,1.82,6.034,18.787358601064500,18.648764749742300,18.927990634728700
3.276926,153.35412,-33.0318,153d21m14.832s,-33d01m54.48s,88742.0,-999.9,-32.07158,-32.02849,0.05,0.035,39.6,19.3,2.9,268.5727,19.095,0.0,0.0,1,6.4,20.9,G1V,1.0E9,10,153.3530383376720,-33.0317204196158,0.001,0.001,0,5459060117921483008,153.35113390252,0.0195,-33.03144088933,0.0262,44.5586,0.0308,-370.828,0.047,64.927,0.056,0,6.14857e+07,1.43655e+04,6.216431,3.33251e+07,4.86551e+04,6.544459,3.90783e+07,6.84689e+04,5.782081,0.762378,43.94,0.14,22,5981.00,0.0170,0.0100,1.02,1.211,22.427778001822000,22.412156395985800,22.443421013133600
0.621131,6.982139999999999,-33.007,6d58m55.704s,-33d00m25.2s,2429.0,-999.9,-33.00152,-33.00048,0.058,0.023,136.7,11.2,94.4,342.3604,-82.2296,0.1,0.0,1,5.0,131.8,M4III,1.00101E14,10,6.9820758265916,-33.0071638982888,0.006,0.005,90,2315550051914701056,6.98197135201,0.2312,-33.00737879287,0.1608,7.0975,0.2769,-20.349,0.362,-49.911,0.292,0,6.05835e+08,2.57197e+06,3.732479,1.23260e+08,5.18958e+05,5.124330,6.00299e+08,2.83012e+06,2.816001,2.308329,,,0,3641.00,,,79.96,1012.261,140.678017546040000,135.356947125269000,146.426473844174000
0.380207,262.25974499999995,-33.0044,262d15m35.082s,-33d00m15.84s,158155.0,-999.9,-32.12786,-32.04551,1.76,0.1,144.1,1.6,20.2,354.6607,0.8149,0.7,0.0,2,8.3,1198.0,,1.0E8,120,262.2597536965542,-33.0045037070085,0.002,0.001,90,4054675493689626240,262.25976678145,0.0540,-33.00451256987,0.0501,0.7120,0.0732,2.549,0.108,-2.058,0.082,0,1.10619e+07,8.17907e+04,8.078795,6.41665e+06,1.48137e+05,8.333118,5.76214e+06,2.78189e+05,7.860460,0.472657,,,0,6806.00,,,20.91,844.877,1367.486317306130000,1237.953658382380000,1526.652703471430000
0.461010,207.95677499999996,-32.994,207d57m24.39s,-32d59m38.4s,120709.0,-999.9,-32.09676,-999.9,0.16,0.1,73.0,17.4,88.1,317.2825,28.1893,0.0,0.0,1,4.4,201.0,B5-IV,1.0,120,207.9566693178186,-32.9940919050977,0.013,0.012,90,6170485544575679104,207.95649120014,0.3957,-32.99421207076,0.3570,11.0982,0.4267,-34.698,0.864,-27.909,0.792,0,3.05364e+08,1.37003e+06,4.476321,2.26989e+08,5.23547e+05,4.461376,1.09235e+08,8.26396e+05,4.666020,-0.204644,,,0,8704.33,0.0527,0.0233,,,90.123002941817500,86.755293555211800,93.757778171113700
0.041843,267.76343999999995,-32.9895,267d45m48.384s,-32d59m22.2s,162168.0,-999.9,-32.13411,-32.04913,2.162,0.188,164.9,2.5,44.0,357.1259,-3.0876,0.9,0.0,1,8.4,1648.0,,1.0001E8,120,267.7634310227393,-32.9895069924991,0.002,0.001,90,4043420033728028160,267.76342743541,0.0595,-32.98951184195,0.0499,0.7013,0.0595,-0.699,0.114,-1.126,0.089,0,9.89777e+06,7.02512e+03,8.199523,5.08541e+06,9.99107e+03,8.585574,6.88666e+06,1.95579e+04,7.666899,0.918675,,,0,5400.50,,,32.74,821.550,1382.210050340220000,1274.422156580770000,1509.516857303290000
0.928998,332.09563499999996,-32.9883,332d05m44.286s,-32d59m17.88s,210049.0,-999.9,-33.15922,-33.06221,0.02,0.004,98.2,5.7,6.5,13.3443,-54.4569,0.0,0.1,1,4.6,38.0,A2  V,1.0E14,120,332.0958949059994,-32.9884384053261,0.010,0.010,90,6612204651587350016,332.09626097427,0.3835,-32.98858049147,0.3991,26.7542,0.4513,71.315,0.672,-33.001,0.663,1,3.20570e+08,8.81189e+05,4.423558,2.14734e+08,4.83958e+05,4.521637,1.35984e+08,5.30427e+05,4.428203,0.093435,,,0,8541.00,0.1910,0.1103,,,37.357508330109700,36.733257449994900,38.002951689389300
0.420872,311.87295,-32.9772,311d52m22.62s,-32d58m37.92s,197875.0,-999.9,-33.15193,-33.05954,0.09,0.08,170.9,24.0,69.9,10.7642,-37.6118,0.0,0.0,2,9.3,436.5,A0,1.0E9,10,311.8729660185306,-32.9773156885881,0.002,0.001,90,6792170721958601984,311.87300431585,0.0502,-32.97737588274,0.0329,3.2674,0.0600,7.462,0.100,-13.981,0.071,1,4.66114e+06,1.33175e+03,9.017136,3.29249e+06,2.63966e+03,9.057578,2.08216e+06,2.11987e+03,8.965635,0.091943,,,0,9078.75,0.2880,0.1430,,,303.531345013323000,298.063687667111000,309.199621690072000
