angDist,RA,Dec,RAhms,Decdms,HD,BD,CD,CPD,PP,EPP,PA,EPA,PA_G,GL,GB,Ebv,DPA,Idcat,Vmag,dist,SpType,polRefs,distCat,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,rv_nb_transits,teff_val,a_g_val,e_bp_min_rp_val,radius_val,lum_val,rest,b_rest,B_rest
0.090558,206.760855,19.4558,206d45m39.078s,19d27m20.88s,-999.9,20.287,-999.9,-999.9,0.26,0.07,57.0,7.7,113.2,4.8402,75.1206,0.0,70.9,2,10.2,664.0,-999,1.0E10,20,206.7608480250233,19.4558233829074,0.002,0.002,90,1248294345791283200,206.76082669314,0.0576,19.45583750303,0.0599,1.8780,0.0752,-4.672,0.149,3.280,0.133,1,1.62630e+06,1.10312e+03,10.160362,1.13199e+06,1.87159e+03,10.216780,7.42587e+05,1.19641e+03,10.085053,0.131727,,,0,8900.00,0.3670,0.1718,,,525.184837536423000,505.077384750633000,546.926763006789000
2.662526,154.93462499999998,19.4714,154d56m04.65s,19d28m17.04s,89449.0,20.2466,-999.9,-999.9,0.07,0.12,163.0,40.6,92.8,217.1219,54.4772,0.0,0.0,1,4.8,28.0,F6IV,1000.0,120,154.9340304629359,19.4709168194079,0.008,0.007,90,624684408880100992,154.93297695052,0.2945,19.46999133209,0.2585,47.9593,0.3336,-230.692,0.502,-214.952,0.449,0,2.65830e+08,9.90768e+05,4.626854,1.48984e+08,3.22612e+05,4.918540,1.51418e+08,1.25926e+06,4.311473,0.607067,6.40,0.23,7,6410.00,0.8525,0.4140,1.72,4.474,20.840380230410200,20.695384260737900,20.987385577088700
0.317251,270.11522999999994,19.5057,270d06m54.828s,19d30m20.52s,164447.0,19.3494,-999.9,-999.9,0.29,0.035,146.0,3.5,32.9,45.3446,19.7134,0.1,0.0,1,6.4,302.0,B7IV,1.0E9,10,270.1152424510880,19.5057864979220,0.002,0.001,0,4527619146074685696,270.11524277068,0.0345,19.50578160153,0.0510,2.4686,0.0504,0.070,0.072,-1.137,0.104,0,4.88285e+07,1.08330e+04,6.466683,3.60405e+07,2.71992e+04,6.459413,1.99628e+07,1.53171e+04,6.511364,-0.051951,,,0,8982.50,0.2233,0.1130,,,400.651760263915000,392.651519076411000,408.978698276483000
0.461966,222.369735,19.5103,222d22m11.046s,19d30m37.08s,130767.0,20.3026,-999.9,-999.9,0.18,0.035,72.7,5.6,141.2,23.5389,61.9262,0.0,0.0,1,6.9,182.0,B9,1.0E9,10,222.3696177145909,19.5103648401198,0.002,0.002,90,1237177291097375488,222.36940622688,0.0510,19.51033417856,0.0458,8.0623,0.0548,-46.299,0.109,-7.121,0.105,1,3.32182e+07,1.40481e+04,6.884924,2.34714e+07,4.18176e+04,6.925039,1.43706e+07,2.64782e+04,6.868232,0.056808,,,0,9015.00,0.1640,0.0793,,,123.599775683946000,122.762573992634000,124.448268443261000
0.269778,270.83572499999997,19.5558,270d50m08.61s,19d33m20.88s,165042.0,19.3509,-999.9,-999.9,0.5,0.035,176.7,2.0,63.5,45.6729,19.107,0.1,0.0,1,7.2,501.2,M5II-,1.0E9,10,270.8357197434143,19.5558742587152,0.003,0.003,90,4527585890143638144,270.83572131721,0.0995,19.55585388490,0.1066,1.7873,0.1066,0.344,0.212,-4.732,0.205,1,1.01572e+08,1.56367e+05,5.671435,1.55457e+07,6.99438e+04,7.372364,1.29171e+08,4.85380e+05,4.484009,2.888355,-24.42,0.17,22,3367.75,,,169.23,3318.843,553.481893091659000,521.864720821755000,589.100244520290000
0.139337,256.17223499999994,19.5991,256d10m20.046s,19d35m56.76s,154441.0,19.322,-999.9,-999.9,0.31,0.035,93.1,3.2,162.4,40.0835,31.972,0.0,0.0,1,6.1,109.6,B9.5V,1.0E9,10,256.1722755333790,19.5991064344626,0.001,0.001,0,4560840584969195648,256.17233589822,0.0293,19.59911272378,0.0327,4.7102,0.0461,13.208,0.059,1.461,0.069,0,6.10344e+07,3.01099e+04,6.224428,4.48996e+07,1.26741e+05,6.220781,2.64041e+07,9.71917e+04,6.207741,0.013040,,,0,9154.00,,,,,211.040762076687000,208.993566982881000,213.127730557129000
0.200372,270.81068999999997,19.6131,270d48m38.484s,19d36m47.16s,165029.0,19.3508,-999.9,-999.9,0.39,0.035,171.5,2.6,58.3,45.719,19.151,0.1,0.0,1,6.5,109.6,A0V,1.0E9,10,270.8106775100381,19.6131544531410,0.001,0.001,0,4527633581467120896,270.81065634177,0.0249,19.61315006723,0.0381,7.3699,0.0404,-4.631,0.053,-1.019,0.074,0,5.28965e+07,1.12565e+04,6.379798,3.75209e+07,2.34845e+04,6.415704,2.29665e+07,1.50440e+04,6.359185,0.056519,,,0,9070.50,0.3247,0.1515,,,135.162120880302000,134.421744080127000,135.910551869319000
0.299462,222.46544999999998,19.6455,222d27m55.62s,19d38m43.8s,130837.0,20.3028,-999.9,-999.9,0.15,0.087,81.7,16.2,150.4,23.8759,61.891,0.0,-0.1,2,9.5,363.1,A2,1.0E9,10,222.4654387200937,19.6455826857256,0.002,0.002,90,1237185365635896320,222.46541665721,0.0520,19.64558036539,0.0488,1.2581,0.0550,-4.826,0.130,-0.539,0.121,0,3.92414e+06,5.18115e+03,9.204005,2.75935e+06,1.31708e+04,9.249372,1.76416e+06,7.20267e+03,9.145577,0.103795,,,0,9114.50,0.2217,0.0345,,,778.031159934123000,745.859370248471000,813.044176546874000
0.240073,297.18438,19.661,297d11m03.768s,19d39m39.6s,187320.0,19.4162,-999.9,-999.9,2.17,0.2,33.0,2.6,92.5,56.9031,-3.0924,0.3,-0.1,1,7.5,475.0,B3V,10000.0,120,297.1843756868431,19.6610658612233,0.001,0.001,0,1824762279281819008,297.18436842951,0.0293,19.66104795552,0.0335,0.6632,0.0524,-1.587,0.060,-4.159,0.064,0,2.21759e+07,8.84022e+03,7.323665,1.48289e+07,1.93783e+04,7.423617,1.09707e+07,2.21432e+04,7.161334,0.262283,,,0,8272.00,0.7880,0.3905,,,1452.919109992090000,1347.721171270520000,1575.527615908890000
0.663650,235.38789,19.6705,235d23m16.404s,19d40m13.8s,140159.0,20.3138,-999.9,-999.9,0.024,0.022,120.0,24.6,10.6,31.4161,50.4513,0.0,0.0,1,4.5,43.0,A1V,1.000001E9,120,235.3877383937715,19.6703831664720,0.025,0.022,90,1210043543151367680,235.38745108837,1.4832,19.67021489064,0.7944,15.2768,1.5501,-62.835,1.625,-39.083,1.418,1,3.10255e+08,5.04566e+06,4.459070,2.13456e+08,4.52153e+05,4.528119,1.34072e+08,6.44824e+05,4.443574,0.084545,,,0,8680.25,0.3910,0.2310,,,66.665583427377800,60.131524970638800,74.771331531371800
0.095544,339.945885,19.6811,339d56m45.186s,19d40m51.96s,214698.0,18.5021,-999.9,-999.9,0.24,0.035,92.6,4.2,127.9,85.1563,-33.3617,0.0,-0.1,1,6.1,120.2,A1IV,1.0E9,10,339.9458798200595,19.6811269334105,0.002,0.002,90,2834099354985282560,339.94586603333,0.0938,19.68108717356,0.0961,5.0339,0.0983,-3.015,0.144,-9.235,0.137,0,5.64749e+07,3.30731e+04,6.308727,4.00034e+07,6.89789e+04,6.346147,2.42908e+07,1.20821e+05,6.298317,0.047830,,,0,9289.67,0.5563,0.2900,,,197.634304078626000,193.836272048383000,201.581369282446000
0.218230,55.57892999999999,19.7002,55d34m44.148s,19d42m00.72s,23016.0,19.0578,-999.9,-999.9,0.68,0.1,87.0,4.2,44.3,168.996,-27.5082,0.1,0.0,1,5.6,120.2,B8VE,1.0,1,55.5789491917225,19.7002569914005,0.004,0.003,90,57111696260204800,55.57896897609,0.1139,19.70019901247,0.0871,6.4462,0.1370,4.326,0.246,-13.466,0.176,0,1.04745e+08,1.37335e+05,5.638034,7.52594e+07,2.18235e+05,5.659987,4.41166e+07,1.19515e+05,5.650415,0.009572,,,0,9361.75,0.4790,0.2337,,,154.547700772216000,151.317327795753000,157.916424270700000
0.329157,96.15981,19.7043,96d09m35.316s,19d42m15.48s,44811.0,19.1335,-999.9,-999.9,1.61,0.18,172.0,3.2,110.0,192.4014,3.2099,0.5,-0.1,1,8.4,2600.0,O7.5V,1.0E7,120,96.1598109275083,19.7043913551177,0.002,0.001,90,3372475738926018560,96.15982227025,0.0519,19.70437434710,0.0486,0.1903,0.0595,2.480,0.098,-3.950,0.088,0,8.44085e+06,5.34011e+03,8.372400,5.82855e+06,1.33241e+04,8.437486,4.04596e+06,1.19327e+04,8.244366,0.193120,,,0,8743.75,0.2755,0.1320,,,4049.575330823460000,3283.278877208910000,5173.756178002220000
0.301737,328.57266,19.7181,328d34m21.576s,19d43m05.16s,208202.0,19.4814,-999.9,-999.9,0.09,0.035,103.2,11.0,147.0,75.6794,-26.4809,0.0,0.4,1,6.2,77.0,K0III,1.0E9,120,328.5725742531191,19.7181221671067,0.001,0.001,0,1780303805784806784,328.57241640938,0.0422,19.71807370052,0.0369,8.9648,0.0513,-34.511,0.069,-11.257,0.070,0,6.79346e+07,3.06754e+04,6.108138,3.13477e+07,1.05696e+05,6.610874,5.01937e+07,2.07782e+05,5.510298,1.100576,1.80,0.18,10,5005.41,,,8.07,36.818,111.193809624655000,110.558268058957000,111.836568634323000
0.107011,120.51967499999998,19.7373,120d31m10.83s,19d44m14.28s,65970.0,20.1982,-999.9,-999.9,0.04,0.035,4.9,23.6,116.9,202.1776,24.0872,0.0,-0.1,1,7.5,316.2,B8,1.0E9,10,120.5196543833712,19.7372783555689,0.001,0.001,90,670167872027820288,120.51960790809,0.0466,19.73719180653,0.0307,4.0215,0.0534,-10.160,0.094,-20.102,0.060,1,1.66788e+07,7.04716e+03,7.632956,1.21979e+07,1.59667e+04,7.635679,6.87863e+06,2.42136e+04,7.668165,-0.032486,,,0,9624.00,0.1873,0.0980,,,246.945407515517000,243.705412517003000,250.271126823933000
0.075019,88.73619,19.7496,88d44m10.284s,19d44m58.56s,39698.0,19.1126,-999.9,-999.9,0.369,0.068,172.0,5.3,112.5,188.9801,-2.8836,0.1,-0.2,1,5.9,367.0,B2V,1.00000001E12,120,88.7361962913478,19.7496194362908,0.003,0.002,90,3398961874526273920,88.73619204334,0.1059,19.74959336236,0.1032,1.5872,0.1401,-0.929,0.184,-6.056,0.151,0,8.41929e+07,5.98167e+04,5.875177,6.58747e+07,2.58888e+05,5.804591,3.14366e+07,6.95940e+04,6.018330,-0.213739,,,0,8868.67,0.1355,0.0745,,,625.700796570826000,573.161281098898000,688.640162646049000
0.363218,348.56725499999993,19.7653,348d34m02.118s,19d45m55.08s,219238.0,18.5126,-999.9,-999.9,0.01,0.04,73.1,63.4,100.5,93.7096,-37.5315,0.0,0.0,2,7.8,229.1,A0,1.0E9,10,348.5672718674240,19.7654003881240,0.002,0.001,90,2837287492029656832,348.56730710297,0.0462,19.76541022840,0.0394,5.4615,0.0682,7.702,0.130,2.285,0.083,1,1.45043e+07,4.34500e+03,7.784625,1.01557e+07,1.39737e+04,7.834614,6.46871e+06,1.57248e+04,7.734876,0.099739,,,0,9001.00,0.2390,0.1182,,,182.178346053272000,179.926662189174000,184.486067020092000
0.370476,293.64536999999996,19.7733,293d38m43.332s,19d46m23.88s,184606.0,19.4063,-999.9,-999.9,0.163,0.028,175.9,4.9,56.6,55.3516,-0.1417,0.0,-0.1,1,5.1,141.0,B7V,1.001E12,120,293.6453997603647,19.7733991969979,0.005,0.004,90,1825528467088509952,293.64545965568,0.1499,19.77342274783,0.1261,5.8651,0.1830,13.091,0.293,5.470,0.248,0,2.00968e+08,3.82177e+05,4.930551,1.46906e+08,1.69851e+05,4.933786,7.77609e+07,3.45299e+05,5.035017,-0.101231,,,0,9307.00,0.1462,0.0783,,,169.968421246302000,164.795826836574000,175.470121224554000
0.967179,199.13470499999997,19.7852,199d08m04.938s,19d47m06.72s,115365.0,20.2814,-999.9,-999.9,0.13,0.02,93.0,4.4,129.8,342.3271,80.6735,0.1,0.0,1,6.2,64.0,A7V,1.0E13,120,199.1344374715924,19.7852939687746,0.008,0.007,90,3939784018997099904,199.13389399990,0.2108,19.78541766282,0.1750,11.0471,0.2496,-118.774,0.536,28.729,0.447,0,5.40932e+07,1.60467e+04,6.355509,3.41061e+07,4.38843e+04,6.519309,2.86727e+07,3.13507e+04,6.118249,0.401060,,,0,7271.42,1.0160,0.5053,2.62,17.326,90.368116552238900,88.358953243490900,92.469068639397200
0.021230,284.68773,19.7944,284d41m15.828s,19d47m39.84s,176301.0,19.3858,-999.9,-999.9,0.23,0.035,39.6,4.4,103.1,51.4546,7.3366,0.1,-0.6,1,6.2,277.0,B6V,1.0E9,120,284.6877318344450,19.7943936225155,0.001,0.001,0,4518081093181566080,284.68772195847,0.0325,19.79438109029,0.0425,2.7463,0.0539,-2.158,0.073,-2.911,0.080,0,4.83350e+07,1.70562e+04,6.477711,3.53751e+07,6.28337e+04,6.479643,2.01111e+07,3.74317e+04,6.503330,-0.023686,,,0,9710.75,0.3077,0.1677,,,360.563971077853000,353.629131344540000,367.771181585327000
1.175458,320.5213949999999,19.8043,320d31m17.022s,19d48m15.48s,203504.0,19.4691,-999.9,-999.9,0.03,0.035,87.8,30.3,136.6,70.0501,-20.9241,0.0,-0.1,1,4.1,41.7,K1III,1.0E9,10,320.5216606512475,19.8045104108066,0.009,0.008,0,1790202365372381056,320.52214681055,0.2329,19.80478086415,0.2068,20.0934,0.2878,106.236,0.494,62.815,0.553,1,6.37321e+08,1.68074e+06,3.677470,2.46141e+08,1.35543e+06,4.373426,4.62651e+08,1.21833e+06,3.098785,1.274641,-77.83,1.47,2,4650.00,0.3745,0.1387,13.41,75.735,49.715579408522200,49.008691999788700,50.442782575322100
0.202707,215.50671,19.8052,215d30m24.156s,19d48m18.72s,125920.0,20.297,-999.9,-999.9,0.06,0.044,78.9,20.1,145.0,18.3296,68.0143,0.0,0.0,1,8.0,229.1,K0III,1.0E9,10,215.5067102024705,19.8051442696097,0.001,0.001,90,1240073198566032384,215.50670600442,0.0220,19.80498095478,0.0268,7.6440,0.0339,-0.917,0.063,-37.931,0.054,1,1.62856e+07,2.97341e+03,7.658855,7.25106e+06,9.11452e+03,8.200385,1.25228e+07,1.71365e+04,7.017666,1.182719,-4.67,0.13,24,4870.37,,,4.97,12.531,130.331379380926000,129.753632961522000,130.914201466551000
1.031162,199.185555,19.8151,199d11m07.998s,19d48m54.36s,115403.0,20.2815,-999.9,-999.9,0.16,0.07,67.0,12.3,104.1,342.6738,80.6685,0.0,-0.2,1,7.6,107.0,-999,1.0E10,20,199.1852637740387,19.8151832496788,0.001,0.001,90,3939785595249110656,199.18475804155,0.0320,19.81529125736,0.0246,10.6543,0.0414,-110.506,0.083,25.085,0.058,1,1.90277e+07,9.23567e+03,7.489902,1.20154e+07,2.35614e+04,7.652047,1.00487e+07,1.25030e+04,7.256650,0.395396,,,0,7294.00,0.4843,0.2343,1.60,6.557,93.606823313569800,93.242612016018100,93.973840044021800
0.347713,327.89264999999995,19.8266,327d53m33.54s,19d49m35.76s,207840.0,19.4797,-999.9,-999.9,0.04,0.035,106.7,23.6,150.9,75.2522,-25.9571,0.1,0.0,1,5.8,160.0,B6V,1.0E9,120,327.8927022412308,19.8266822706664,0.004,0.003,0,1780482957460615040,327.89279833481,0.0905,19.82674068362,0.1068,6.1160,0.1135,20.996,0.205,13.567,0.227,0,9.43576e+07,1.44711e+05,5.751424,7.14700e+07,1.95280e+05,5.716078,3.61711e+07,1.41672e+05,5.866015,-0.149936,,,0,8868.67,0.2070,0.0815,,,162.831502301481000,159.853206198116000,165.920822688931000
0.079050,284.07772499999993,19.8477,284d04m39.81s,19d50m51.72s,175803.0,19.3848,-999.9,-999.9,0.69,0.2,33.0,8.2,96.6,51.2477,7.8752,0.3,0.0,1,8.0,714.0,B3V,10000.0,120,284.0777267094525,19.8477220185392,0.001,0.001,0,4518826115385183616,284.07773401217,0.0293,19.84769969197,0.0386,1.5358,0.0529,1.595,0.081,-5.186,0.085,1,1.20819e+07,5.22007e+03,7.983026,8.70091e+06,9.65876e+03,8.002477,5.22004e+06,6.82048e+03,7.967736,0.034741,,,0,9225.67,0.3110,0.1395,,,640.235289253840000,619.077479405887000,662.862573160437000
0.003019,299.98240499999997,19.8895,299d58m56.658s,19d53m22.2s,189550.0,19.4236,-999.9,-999.9,0.0,0.2,0.0,90.0,58.4,58.4518,-5.237,0.2,-0.1,1,8.5,769.0,B2V,10000.0,120,299.9824056255496,19.8895002619282,0.001,0.001,90,1823291583729795712,299.98239913757,0.0328,19.88948022091,0.0305,0.7075,0.0480,-1.417,0.068,-4.655,0.058,1,1.69613e+07,8.63246e+03,7.614719,1.26210e+07,2.66102e+04,7.598652,6.93829e+06,1.08061e+04,7.658789,-0.060136,,,0,8740.00,0.3520,0.1695,,,1364.038848778010000,1278.283901769330000,1461.867434195890000
0.383736,291.61953,19.8916,291d37m10.308s,19d53m29.76s,182955.0,19.4017,-999.9,-999.9,0.2,0.035,10.6,5.0,72.0,54.54,1.5866,0.0,0.0,1,5.8,151.4,M0III,1.0E9,10,291.6195279044189,19.8914930799339,0.002,0.002,0,4515693812946234112,291.61952880254,0.0599,19.89129048910,0.0863,5.7248,0.1239,0.196,0.122,-47.053,0.160,0,1.63513e+08,2.55385e+05,5.154486,4.95423e+07,4.44594e+04,6.113948,1.58463e+08,3.35057e+05,4.262101,1.851847,-31.57,0.12,32,3968.47,0.4120,0.1870,38.74,335.344,173.949443882721000,170.250027075410000,177.810207509192000
0.274910,96.00757499999999,19.9089,96d00m27.27s,19d54m32.04s,256413.0,19.1331,-999.9,-999.9,2.49,0.18,168.0,2.1,106.0,192.1533,3.1783,0.5,0.0,1,8.9,790.0,B5III,1.0E7,120,96.0075685146276,19.9089754273210,0.001,0.001,90,3375484930451855872,96.00756753945,0.0441,19.90897010573,0.0392,0.4244,0.0453,-0.213,0.079,-1.236,0.069,0,5.51891e+06,2.40188e+04,8.833732,3.30872e+06,3.97662e+04,9.052238,3.25028e+06,3.94685e+04,8.482119,0.570120,,,0,6912.00,,,24.04,1188.039,2202.802613900220000,1997.116293216050000,2453.910172314730000
0.113948,330.0493799999999,19.9114,330d02m57.768s,19d54m41.04s,209061.0,19.4841,-999.9,-999.9,0.23,0.046,50.3,5.7,93.0,76.9596,-27.2956,0.1,0.0,1,8.1,239.9,A0,1.0E9,10,330.0493895818950,19.9114301842442,0.002,0.002,0,1779982026834866944,330.04941637466,0.0567,19.91140592969,0.0674,3.0888,0.0701,5.851,0.123,-5.633,0.130,0,8.60547e+06,4.78776e+03,8.351430,6.31578e+06,8.19524e+03,8.350321,3.55208e+06,7.71342e+03,8.385714,-0.035393,,,0,9565.00,0.1360,0.0742,,,320.976864111719000,313.860291243592000,328.417553566854000
0.199931,291.18472499999996,19.9394,291d11m05.01s,19d56m21.84s,182620.0,19.4004,-999.9,-999.9,0.32,0.03,9.4,2.7,70.9,54.3882,1.9692,0.1,0.2,1,7.2,115.0,A2V,1.0E12,120,291.1847776331104,19.9394249423995,0.001,0.001,0,4515872895883390464,291.18486713437,0.0216,19.93946800705,0.0312,5.4932,0.0407,19.541,0.045,10.002,0.058,1,2.68192e+07,4.94899e+03,7.117250,1.79929e+07,9.61337e+03,7.213638,1.29329e+07,1.27256e+04,6.982679,0.230958,,,0,8205.00,0.6895,0.3465,,,181.106849640100000,179.770984917049000,182.462357352575000
0.580646,205.16873999999999,19.9556,205d10m07.464s,19d57m20.16s,119055.0,20.2858,-999.9,-999.9,0.041,0.021,74.6,14.4,129.7,3.0801,76.6413,0.0,0.0,1,5.6,80.0,A1V,1.0000001E9,120,205.1686219125433,19.9557177610592,0.002,0.001,90,1249218214732128640,205.16840773000,0.0697,19.95581809028,0.0519,10.2412,0.0898,-46.759,0.152,23.302,0.081,0,9.52222e+07,6.60893e+04,5.741520,6.84750e+07,1.09401e+05,5.762559,4.06268e+07,1.00863e+05,5.739889,0.022670,,,0,9551.00,0.3317,0.1600,,,97.383023452436900,96.532089079140900,98.248820955971600
0.064665,101.16050999999999,19.9876,101d09m37.836s,19d59m15.36s,48532.0,20.155,-999.9,-999.9,0.0,0.2,0.0,90.0,116.5,194.2887,7.5313,0.2,-0.1,1,8.6,1332.0,B2V,10000.0,120,101.1605167029644,19.9876171482041,0.002,0.002,90,3377732465360033024,101.16051935876,0.0676,19.98761456507,0.0627,1.3674,0.0659,0.580,0.138,-0.600,0.128,0,6.51618e+06,5.56291e+03,8.653383,4.91393e+06,2.05396e+04,8.622815,2.60423e+06,5.22757e+03,8.722720,-0.099905,,,0,8598.67,0.3160,0.1550,,,718.028408184302000,685.322469199647000,753.947519645822000
0.172015,239.50321499999998,20.0445,239d30m11.574s,20d02m40.2s,143143.0,20.3174,-999.9,-999.9,0.32,0.087,86.2,7.7,157.2,33.8511,46.9101,0.1,0.0,2,9.5,316.2,A3,1.0E9,10,239.5032437699427,20.0445397544897,0.002,0.001,90,1204198333177151104,239.50329317075,0.0513,20.04456738563,0.0456,2.3766,0.0713,10.779,0.100,6.418,0.088,0,3.02821e+06,8.69041e+02,9.485401,2.06335e+06,2.25749e+03,9.564957,1.43608e+06,1.62526e+03,9.368971,0.195986,,,0,8220.25,,,,,416.226699532164000,404.126032430630000,429.060436284130000
0.270214,261.70469999999995,20.0809,261d42m16.92s,20d04m51.24s,158148.0,20.3481,-999.9,-999.9,0.37,0.2,110.0,15.1,178.7,42.7144,27.2723,0.1,0.0,1,5.5,200.0,B6V,10000.0,120,261.7047014492572,20.0809752393835,0.002,0.002,0,4554885831852855808,261.70470757666,0.0599,20.08104515719,0.0788,5.4936,0.1118,1.337,0.130,16.239,0.159,1,1.20968e+08,1.03594e+05,5.481689,9.25797e+07,1.15949e+05,5.435098,4.63215e+07,1.05304e+05,5.597463,-0.162364,,,0,8868.67,0.1690,0.0637,,,181.210590229905000,177.584659565205000,184.984918996059000
0.167769,93.06916499999998,20.086,93d04m08.994s,20d05m09.6s,253214.0,20.1309,-999.9,-999.9,2.58,0.2,176.0,2.2,115.0,190.6906,0.8291,0.5,-0.1,2,9.4,1568.0,B1.5V,10000.0,120,93.0691620660234,20.0860469634736,0.001,0.001,90,3374940427379530368,93.06916322347,0.0485,20.08603922578,0.0382,0.4238,0.0486,0.252,0.094,-1.797,0.075,1,4.35977e+06,5.12925e+03,9.089707,2.54014e+06,8.65723e+03,9.339243,2.63219e+06,1.53019e+04,8.711128,0.628115,,,0,6584.50,1.1485,0.5930,23.54,938.676,2208.334925017530000,1988.245786488100000,2481.034518934400000
0.241960,291.55517999999995,20.0978,291d33m18.648s,20d05m52.08s,182919.0,19.4015,-999.9,-999.9,0.047,0.005,51.8,3.0,113.2,54.6928,1.7377,0.0,-0.1,1,5.6,91.0,A0V,1.001E12,120,291.5551927540398,20.0977331659090,0.002,0.002,0,4515892996332248960,291.55520831958,0.0549,20.09758338915,0.0694,13.8921,0.0900,3.395,0.114,-34.787,0.137,0,1.10198e+08,9.44413e+04,5.582929,8.01157e+07,6.94391e+04,5.592094,4.54736e+07,1.28792e+05,5.617521,-0.025427,,,0,8922.00,0.0335,0.0187,,,71.839037089706600,71.373996079642100,72.310068516158300
0.204857,90.979935,20.1384,90d58m47.766s,20d08m18.24s,41117.0,20.1233,-999.9,-999.9,2.543,0.274,176.7,3.1,116.4,189.6918,-0.8603,0.4,0.0,1,4.6,1059.0,B2I,11001.0,120,90.9799368342763,20.1384560026859,0.011,0.010,90,3374836252947269888,90.97993938046,0.4004,20.13844158104,0.3667,-0.1772,0.4659,0.555,0.729,-3.350,0.636,1,3.06296e+08,1.92793e+06,4.473012,1.85919e+08,9.59524e+05,4.678081,1.61423e+08,1.00270e+06,4.242009,0.436072,,,0,7108.00,,,,,3112.394260274430000,1823.940166268880000,5230.471716947160000
0.017412,93.52579499999999,20.1697,93d31m32.862s,20d10m10.92s,42896.0,20.1322,-999.9,-999.9,0.83,0.18,7.0,6.2,125.8,190.8226,1.2455,0.2,0.0,1,9.0,2368.0,B1V,1.0E7,120,93.5257994755673,20.1697030192275,0.002,0.001,90,3375026154926033408,93.52579926601,0.0582,20.16968754548,0.0557,0.3522,0.0632,-0.046,0.109,-3.594,0.092,0,7.09071e+06,4.81859e+03,8.561642,5.34925e+06,1.56869e+04,8.530656,2.85828e+06,8.28437e+03,8.621657,-0.091002,,,0,8561.33,0.1733,0.0907,,,2596.654128962810000,2216.661825838800000,3120.855772771720000
0.643272,193.006575,20.1698,193d00m23.67s,20d10m11.28s,111843.0,20.2769,-999.9,-999.9,0.19,0.03,73.0,4.5,74.0,304.0726,83.0403,-99.9,0.0,1,8.6,230.0,A3,3.0E13,53,193.0063883945117,20.1697644888919,0.001,0.001,90,3942259878663841152,193.00606753592,0.0389,20.16966063479,0.0454,7.4195,0.0522,-69.952,0.094,-24.121,0.082,0,8.57957e+06,7.34279e+03,8.354702,5.27172e+06,1.57302e+04,8.546508,4.77477e+06,2.32704e+04,8.064540,0.481968,,,0,7057.24,0.5470,0.2700,1.65,6.057,134.266267776861000,133.324277667569000,135.221423051183000
0.168919,97.24079999999998,20.2121,97d14m26.88s,20d12m43.56s,45542.0,20.1441,-999.9,-999.9,0.296,0.046,17.0,4.4,134.6,192.4208,4.3456,0.0,0.0,1,4.1,125.0,B7IV,11000.0,120,97.2407805833583,20.2121423148522,0.013,0.010,90,3372552842178783616,97.24075512341,0.4345,20.21207765803,0.4019,6.4436,0.5771,-5.549,0.843,-15.017,0.630,0,4.98400e+08,2.09398e+06,3.944422,3.22165e+08,1.27302e+06,4.081193,1.64604e+08,1.20456e+06,4.220821,-0.139627,,,0,7876.00,,,11.84,486.322,156.830213820950000,143.235041385649000,173.232458241488000
0.079729,291.97525499999995,20.2474,291d58m30.918s,20d14m50.64s,183261.0,19.4028,-999.9,-999.9,1.52,0.2,2.0,3.8,63.2,55.0121,1.462,0.2,0.0,1,7.0,1611.0,B3II,10000.0,120,291.9752687472856,20.2473822801961,0.002,0.002,0,2017709360072671360,291.97527647994,0.0616,20.24735006791,0.0733,1.5926,0.0924,1.685,0.126,-7.482,0.150,1,3.47011e+07,9.65848e+03,6.837508,2.54629e+07,2.29567e+04,6.836619,1.45407e+07,1.85936e+04,6.855453,-0.018834,,,0,9709.25,0.2970,0.1743,,,619.848977740222000,585.428261488488000,658.489763058881000
0.120346,291.62749499999995,20.259,291d37m38.982s,20d15m32.4s,182972.0,19.4019,-999.9,-999.9,0.31,0.02,0.6,1.8,62.0,54.867,1.7545,0.0,0.1,1,6.6,116.0,A1V,1.0E12,120,291.6275269214264,20.2589859211955,0.001,0.001,0,2017899953519831168,291.62750628486,0.0256,20.25896248957,0.0308,4.1315,0.0422,-4.496,0.052,-5.442,0.059,0,4.31073e+07,1.04950e+04,6.601988,3.06214e+07,2.32458e+04,6.636326,1.88483e+07,1.98293e+04,6.573737,0.062589,,,0,9181.50,0.4610,0.2300,,,240.402047874936000,237.968196556924000,242.885291927359000
